4115,0,0.51058,633,1.38,1.34,547,142.6,18,9.1904,695,17,41,20.934,695,16,0.89848,0.89561,0.37484,0.030086,0.070302,696,14,104.35,53.277,0.04753,0.11106,-0.030088,0.021872,25.999,2.574,3.0339,3.2269,1.1203,0.88073,0.37823,3.5442,3.0541,0.074281,-0.0082461,0.25066,0.0503,3.2819,0.4984,0.11435,0.75216,1.7576,107.26
4115,0,0.51058,633,1.38,1.34,554,144.42,16,8.1692,597,39,45,22.976,596,38,0.93537,0.90972,0.48573,0.029029,0.079136,589,31,114.69,58.56,0.04586,0.12502,-0.0039234,0.01989,25.406,2.5776,4.2018,3.3593,1.4978,0.85946,0.85298,2.8424,3.5431,-0.10974,-0.01108,0.2381,0.049869,3.2422,0.44625,0.090517,0.72573,1.9784,104.81
4115,0,0.51058,633,1.38,1.34,395,102.97,20,10.212,695,100,22,11.233,695,100,0.4166,0.91176,0.0042427,0.081224,0.27807,699,103,69.453,35.461,0.12832,0.43928,-0.074612,0.10317,50.685,7.3848,4.8502,10.573,1.6192,0.98781,1.861,6.9271,3.4264,0.33812,-0.04461,0.47947,0.037826,3.5407,0.50817,0.079755,2.0306,6.9517,209.1
4115,0,0.51058,633,1.38,1.34,372,96.976,18,9.1904,563,112,39,19.913,563,114,0.89274,0.92881,0.59164,0.027539,0.058039,568,119,104.96,53.588,0.043505,0.091689,0.0029316,0.015345,16.184,2.2258,2.8169,2.8265,1.4037,0.71378,4.1193,5.392,3.1714,0.25931,-0.031142,0.42723,0.042264,3.4494,0.46995,0.10357,0.68847,1.451,66.765
4115,0,0.51058,633,1.38,1.34,8270,2155.9,105,53.611,136,159,114,58.206,136,163,0.40482,0.93547,0.544,0.077349,0.22049,137,174,477.07,243.58,0.12219,0.34832,-0.0066374,0.074308,1010.6,1.8842,3.4228,2.4422,0.82709,0.82909,14.963,10.748,0.53661,0.90489,-0.32334,0.896,0.076076,2.8754,0.76338,0.17717,1.9337,5.5122,4168.9
4115,0,0.51058,633,1.38,1.34,5048,1316,76,38.804,193,227,90,45.952,190,224,0.53281,0.93897,0.2931,0.12557,0.30153,191,225,298.23,152.27,0.19837,0.47635,-0.0081405,0.11726,1001.4,2.1947,3.8189,2.8983,1.0973,0.91741,6.489,14.64,0.49937,0.93403,-0.31503,0.92346,0.063383,2.9767,0.77334,0.12611,3.1392,7.5383,4131
4115,0,0.51058,633,1.38,1.34,3462,902.5,55,28.082,140,252,97,49.526,143,250,0.82028,0.9298,0.4011,0.086738,0.17718,145,252,268.42,137.05,0.13703,0.27991,-0.0039932,0.05425,474.39,1.7233,3.8081,2.2678,1.1887,0.86306,-9.5094,8.4563,0.62596,0.86216,-0.18391,0.85561,0.075646,2.8956,0.74276,0.14826,2.1685,4.4295,1957
4115,0,0.51058,633,1.38,1.34,4116,1073,67,34.209,53,245,95,48.505,51,250,0.709,0.9594,0.50719,0.066078,0.18276,50,251,322.7,164.76,0.10439,0.28872,-0.0049025,0.057226,429.66,1.845,4.0952,2.4112,1.2846,0.83477,12.419,8.9766,0.70351,0.85465,-0.24547,0.85051,0.06798,2.9598,0.71488,0.14798,1.6519,4.5691,1772.5
4115,0,0.51058,633,1.38,1.34,2827,736.97,58,29.613,529,325,79,40.336,527,327,0.67859,0.93039,0.57099,0.044672,0.14046,534,322,285.82,145.93,0.070572,0.2219,-0.074959,0.03695,199.51,2.3601,4.3315,3.1052,0.77164,0.70289,4.8743,3.6183,0.68733,0.68073,-0.090053,0.68351,0.12069,2.5158,0.7348,0.26501,1.1168,3.5116,823.05
4115,0,0.51058,633,1.38,1.34,247,64.39,17,8.6798,981,339,19,9.701,980,339,0.46692,0.91646,0.34639,0.023943,0.04929,981,333,68.151,34.796,0.037825,0.077867,0.0056226,0.015085,9.3428,1.8866,3.1505,2.4495,1.3674,0.82658,4.3782,2.9406,8.5398,-0.48772,-0.088478,0.64885,0.038159,3.5302,0.31992,0.085227,0.59858,1.2323,38.543
