5206,0,0.51058,633,1.38,1.34,1204,313.87,45,22.976,559,71,46,23.487,560,74,0.20738,0.93683,0.60206,0.092736,0.48867,567,77,193.89,98.994,0.1465,0.77199,-0.11707,0.16561,176.39,10.427,8.9292,16.337,1.3163,0.71558,24.156,7.9777,1.414,0.69888,-0.20027,0.74859,0.21105,2.535,0.74711,0.44092,2.3184,12.217,727.68
5206,0,0.51058,633,1.38,1.34,3935,1025.8,59,30.124,729,292,102,52.079,724,302,0.81585,0.95019,0.50357,0.090632,0.23619,732,291,314.74,160.7,0.14318,0.37313,-0.0059411,0.088579,563.41,3.7108,6.0202,4.9099,1.4017,0.82749,6.4286,12.64,0.84301,0.87495,-0.24573,0.86891,0.051626,3.1777,0.70337,0.098916,2.2658,5.9048,2324.3
5206,0,0.51058,633,1.38,1.34,3307,862.1,38,19.402,490,311,108,55.142,493,313,0.93579,0.96749,0.40782,0.080753,0.20632,486,312,264.29,134.94,0.12757,0.32594,-0.0044901,0.072906,421.88,3.2471,4.0389,4.2237,1.2993,0.93811,7.4154,11.693,0.57412,0.90639,-0.28961,0.89711,0.066223,2.9598,0.75473,0.1377,2.0188,5.1579,1740.4
5206,0,0.51058,633,1.38,1.34,2201,573.78,42,21.444,883,315,73,37.272,881,320,0.82121,0.95358,0.2707,0.14758,0.31725,883,319,193.4,98.745,0.23314,0.50119,-0.097351,0.14343,513.15,7.3735,5.5343,9.9983,0.74584,0.93818,-7.0168,12.957,1.0668,0.84785,-0.15635,0.84994,0.053574,3.1931,0.69877,0.12343,3.6895,7.9313,2116.9
5206,0,0.51058,633,1.38,1.34,2612,680.92,60,30.635,979,377,62,31.656,981,373,0.25939,0.90208,0.39015,0.072071,0.15362,993,369,230.79,117.84,0.11386,0.24269,-0.0070492,0.054958,297.39,3.6394,2.8811,4.556,0.89548,0.8269,-1.8497,10.752,1.2785,0.78746,-0.13368,0.78281,0.043048,3.3439,0.62846,0.086409,1.8018,3.8406,1226.9
5206,0,0.51058,633,1.38,1.34,2792,727.84,44,22.465,455,411,90,45.952,456,412,0.86973,0.98178,0.29611,0.094448,0.27481,463,415,221.96,113.33,0.14921,0.43414,0.0057151,0.099271,416.59,3.3596,3.7351,4.3765,1.3585,0.92611,25.792,13.432,0.47357,0.93189,-0.41072,0.92005,0.074342,2.8722,0.78134,0.1639,2.3612,6.8703,1718.6
5206,0,0.51058,633,1.38,1.34,13077,3409,126,64.333,701,416,146,74.544,696,420,0.49523,0.90453,0.40006,0.087288,0.24212,697,416,522.08,266.56,0.1379,0.38249,0.00085353,0.069685,1803.3,2.7889,4.1517,3.6475,0.99714,0.87948,5.0048,8.0265,0.44137,0.89575,-0.325,0.89321,0.086454,2.7114,0.79588,0.14154,2.1822,6.0529,7439.2
5206,0,0.51058,633,1.38,1.34,1429,372.52,36,18.381,118,423,46,23.487,118,424,0.61583,0.97153,0.07654,0.13523,0.41106,121,431,139.28,71.115,0.21363,0.64938,-0.011117,0.17293,305.28,7.4941,5.0087,10.877,1.6513,0.97093,27.358,16.469,1.281,0.85566,-0.25357,0.84162,0.065098,3.1497,0.65865,0.14781,3.3807,10.276,1259.4
5206,0,0.51058,633,1.38,1.34,3139,818.3,46,23.487,894,428,118,60.248,889,434,0.92107,0.89331,0.69941,0.086223,0.21233,880,434,360.12,183.87,0.13621,0.33544,-0.063345,0.086068,427.58,5.4313,5.6402,7.4242,1.2056,0.75415,8.3697,10.846,0.76976,0.86746,-0.18535,0.86208,0.059004,3.0747,0.71515,0.12658,2.1556,5.3083,1763.9
5206,0,0.51058,633,1.38,1.34,4091,1066.5,64,32.677,795,436,105,53.611,798,441,0.7903,0.89004,0.5487,0.082946,0.21322,797,441,336.21,171.66,0.13104,0.33684,-0.0034892,0.077127,536.07,3.3209,3.421,4.2347,0.9085,0.7777,8.9366,12.232,0.69155,0.89298,-0.2651,0.88254,0.060175,3.0522,0.71853,0.13383,2.0737,5.3305,2211.5
